#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B27D27
#Date Time: 2025-04-27 10:18:25.802
#Start: 1000 Hz
#Stop: 3000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.62013 V
#Offset: -0.000216306 V
#Relative: no
#Channel: Channel 2
#Range: 5.52299 V
#Offset: -4.06484e-06 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1166.264283424257,0.0126251234217697,-7.040159224455417,-62.28545023857217
1174.837455565579,0.01365375379678686,-7.153936158455151,-62.63761310619622
1183.473648826221,0.01312090062794539,-7.269701884437439,-62.98547466328969
1192.173326472454,0.01291750023993959,-7.38693999033865,-63.34204367232337
1200.936955176003,0.01311227636099565,-7.506563724107219,-63.69239923325473
1209.765005039083,0.01260792819063785,-7.629326306472924,-64.04235343274117
1218.657949619616,0.01278225512734853,-7.741751794649424,-64.35931071870179
1227.616265956633,0.01273762930116878,-7.868656267286775,-64.7110003399886
1236.640434595865,0.01277718028985772,-7.999203144362451,-65.06827827980379
1245.730939615517,0.01265476306481234,-8.136143546320655,-65.433700541185
1254.888268652241,0.01255198847980549,-8.27376235542253,-65.79219038527549
1264.112912927288,0.01268729872098279,-8.412301137428177,-66.15539908032508
1273.405367272861,0.01253277673883403,-8.553635282147237,-66.5084223271317
1282.766130158663,0.01300320330300323,-8.700110351210217,-66.8641654110581
1292.195703718627,0.01278673264450608,-8.852500071991173,-67.22930788872596
1301.694593777859,0.01310644386789829,-9.00540266096977,-67.58701654185691
1311.26330987977,0.01244636590012766,-9.161790409357124,-67.95117229873075
1320.902365313409,0.01262192806573055,-9.320003276277598,-68.30498055798586
1330.612277140993,0.01235557864905028,-9.485304430374091,-68.66484429482085
1340.393566225653,0.01294082620141434,-9.652972879946072,-69.02256327613901
1350.246757259364,0.01279293968576744,-9.822897519304384,-69.37558748964575
1360.172378791096,0.01312943845200128,-9.998362429067146,-69.73466979180434
1370.170963255167,0.01299107715498295,-10.1771751972041,-70.08652840842632
1380.243046999804,0.01268932346917277,-10.36260931314986,-70.43868849870024
1390.389170315909,0.01322358713909764,-10.54970136700715,-70.79153073998403
1400.60987746605,0.013246299391066,-10.74356605183062,-71.14688883235824
1410.905716713649,0.01310244178863581,-10.9413798572229,-71.4881568968689
1421.277240352396,0.01278015047964823,-11.14391590921073,-71.83029250929935
1431.725004735875,0.01300803898780299,-11.35398570411987,-72.18139667129009
1442.249570307408,0.01312994325571629,-11.57135300105725,-72.52456250953105
1452.851501630118,0.01247638399513261,-11.79193458191298,-72.86303447911087
1463.531367417212,0.01265674417859136,-12.01938889542292,-73.20412636162743
1474.289740562493,0.01270567402668917,-12.25556365141173,-73.53885959471975
1485.127198171087,0.01228755953400826,-12.49978000855519,-73.8750555652245
1496.0443215904,0.0128599802905888,-12.75285745920644,-74.20985914786199
1507.041696441308,0.01236578844592669,-13.01066200698074,-74.5328927162637
1518.119912649564,0.01222751553717687,-13.27901297595357,-74.85106143712994
1529.27956447745,0.0126459809781298,-13.55650608134227,-75.17455493588008
1540.521250555649,0.01250951634612635,-13.84554107493201,-75.48787532929978
1551.84557391536,0.01253366056350985,-14.1437359994734,-75.79226044534106
1563.253142020646,0.0127674378325327,-14.45706981508995,-76.09252506076109
1574.744566801018,0.01286860777012833,-14.77739454004169,-76.38524693268582
1586.320464684265,0.01354173418114668,-15.11564037116552,-76.66713266730719
1597.981456629512,0.01325571951693095,-15.46552599262484,-76.94904012441222
1609.72816816054,0.01317754447635923,-15.83415000425301,-77.20663354772239
1621.561229399331,0.01278678646443267,-16.21667100875365,-77.46702850190904
1633.481275099879,0.01293088849922859,-16.62095653061193,-77.70858390952625
1645.488944682232,0.01272901299161695,-17.04370804172516,-77.9245145238782
1657.584882266793,0.01291148419885036,-17.48870162701995,-78.13121650193611
1669.769736708877,0.01288793402037724,-17.95946561817891,-78.31924081901116
1682.044161633512,0.01340467533466586,-18.45558479098444,-78.47182366604407
1694.408815470505,0.012928419279443,-18.98380340628464,-78.5875697899788
1706.864361489758,0.01288162876944544,-19.5446897588362,-78.68470952737532
1719.41146783685,0.01316021491536783,-20.14913719117735,-78.71350600745978
1732.050807568877,0.01309434740152776,-20.79772893375828,-78.68889719339487
1744.783058690557,0.01280630995614518,-21.50262780108422,-78.62472735973016
1757.608904190599,0.0135709076749894,-22.26473901920807,-78.42702765151546
1770.52903207834,0.01382247500846954,-23.10479330755946,-78.11593381070116
1783.544135420653,0.01360974143028398,-24.03449920320131,-77.65393835317701
1796.654912379124,0.01300797952038023,-25.06694608111414,-76.96468146260104
1809.862066247502,0.01298981317211203,-26.24031815260852,-75.94594986236558
1823.166305489427,0.01357763205827335,-27.59005027904989,-74.45647951663699
1836.568343776432,0.01347546038099089,-29.1798128985755,-72.15984936637496
1850.068900026229,0.01347002180162744,-31.07563216377569,-68.60754688152288
1863.668698441269,0.01360627981792179,-33.44814833951298,-62.53235936068177
1877.368468547594,0.01370372705706063,-36.39458419108316,-50.79330994419819
1891.168945233969,0.01388821800743749,-39.52777572304311,-26.16917894168999
1905.070868791303,0.01354593935121661,-40.23310687536467,14.71086319463423
1919.07498495236,0.01345308786712623,-37.37061096792316,45.49367250672258
1933.182044931763,0.01369537228304923,-34.28858840133238,60.13721858337597
1947.392805466289,0.0138539350084233,-31.76072138031085,67.52568696416989
1961.708028855464,0.01395745360805465,-29.72588516558547,71.65341069894734
1976.128483002453,0.01367602629795155,-28.05204062626898,74.26727222667239
1990.654941455255,0.01436000041657395,-26.63612368286003,75.92450538400749
2005.288183448194,0.0135257855625408,-25.4101383825658,77.09359970098771
2020.028993943723,0.01341295756376398,-24.32999796995164,77.8474376876494
2034.878163674526,0.01368770801127864,-23.37473616290281,78.39127028415423
2049.836489185942,0.0140489464269318,-22.50772096031284,78.7600531298077
2064.904772878689,0.01383223841122557,-21.7187043972147,78.97764183153652
2080.083823051904,0.01399449095936108,-21.00059550497208,79.07921434287812
2095.374453946511,0.01435488533575552,-20.33403213701706,79.12236528378514
2110.777485788888,0.01374801232042717,-19.71527993351046,79.09054033153905
2126.293744834877,0.01388038636699719,-19.13860498573827,79.03348539433517
2141.924063414095,0.01447279386459788,-18.60004009114322,78.91175735867344
2157.669279974593,0.01405413827213932,-18.09390223499889,78.77192734580404
2173.530239127824,0.01400283761507721,-17.61428387029942,78.59590813367608
2189.507791693954,0.01446951026157779,-17.16120318396641,78.39432879464698
2205.602794747503,0.01399088889995104,-16.73087552784595,78.1692801364816
2221.816111663315,0.01427686020373759,-16.3190883893308,77.93803754353848
2238.148612162881,0.01456246409876512,-15.92796653289598,77.68999626894106
2254.601172360983,0.01438758494801549,-15.55518049322821,77.41625740999127
2271.174674812695,0.01433224694065535,-15.19900704128994,77.14042229901625
2287.870008560729,0.01449127018111347,-14.8560458311624,76.85710543820159
2304.688069183121,0.01435397875768117,-14.52729365967288,76.56026657166575
2321.629758841269,0.01480204761375286,-14.20970183688189,76.25501775960143
2338.695986328339,0.01475576239480451,-13.90689300816837,75.95117945766449
2355.887667117999,0.01467961763856766,-13.61548179518833,75.64579442171021
2373.205723413539,0.01486726262986119,-13.33595666420962,75.32687113009762
2390.651084197338,0.014373856248298,-13.07808477360785,75.01953718357046
2408.224685280692,0.01548759824104001,-12.82040971189996,74.70570194495997
2425.927469354018,0.0152688303333094,-12.5604952903052,74.36209482530788
2443.760386037421,0.01478785763432892,-12.30950062129779,74.02128162639322
2461.724391931633,0.01546567982201786,-12.06945194141874,73.68457769420684
2479.820450669328,0.01510035492156012,-11.83686679892216,73.32970388356465
2498.049532966813,0.01530882684941491,-11.61081188927805,72.99042993839615
2516.412616676102,0.01494115192550063,-11.39138266742029,72.64487826189063
2534.910686837366,0.01565780261122304,-11.17858460649946,72.29795788943353
2553.544735731777,0.01573020528636499,-10.97182565467172,71.9480366412011
2572.315762934735,0.01485759536536221,-10.77053534682821,71.60113301265649
2591.224775369486,0.01612856300352827,-10.57525718589303,71.24478442467341
2610.272787361138,0.01533670785360618,-10.3845741094469,70.89132525864983
2629.460820691071,0.01586794691946843,-10.19892056670428,70.5365122515899
2648.789904651748,0.01574831828771566,-10.0177407697988,70.17625717293438
2668.261076101928,0.01627946794204969,-9.841232663231711,69.82578002580928
2687.875379522286,0.01581615977469284,-9.668277163632567,69.46766216306003
2707.633867071444,0.01644612086766571,-9.500748813153484,69.1083960807693
2727.537598642406,0.01610345931235999,-9.336469861886352,68.74988737096348
2747.587641919418,0.01629998788616249,-9.175619595101153,68.39555932021892
2767.785072435237,0.01606681732079353,-9.019320453620326,68.035011104924
2788.130973628832,0.01668482181324187,-8.865946254095023,67.68104193391964
2808.626436903493,0.01647999594765903,-8.716013620736051,67.31913037001567
2829.272561685385,0.01684319493332742,-8.569519567527184,66.95817638536447
2850.070455482519,0.01668908065028163,-8.426561766933245,66.5949314632046
2871.021233944161,0.01706011741665869,-8.28574876056171,66.24304925500786
2892.126020920682,0.01678636576270145,-8.149268498754235,65.88851574305153
2913.38594852384,0.01685800590542775,-8.014704652708293,65.52969715194602
2934.802157187513,0.01709035694031119,-7.882828285692325,65.17283221684431
2956.375795728872,0.01712097553229821,-7.754862399743216,64.8142572253123
2978.108021410005,0.01710311929108291,-7.628068865722717,64.46018348689609
3000,0.01740441550312412,-7.503884116823239,64.10248372004659
