#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B27D27
#Date Time: 2025-04-27 09:22:03.526
#Trace: Trace 1
#Start: 0 Hz
#Stop: 3000.12 Hz
#BINs: 4097
#Rate: 6000.24 Hz
#Samples: 8192
#Channel: C1
#Type: Peak Hold
#Count: 100 
#Window: Flat Top
#Channel: C1
#Range: 5.62013 V
#Offset: -0.000216306 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.52299 V
#Offset: -4.06484e-06 V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Lydsignal_43(1).wav
#Frequency: 44.1 kHz
#Period: 22.67573696 us
#Amplitude: 1 V
#Offset: 0 V

Frequency (Hz),Trace 1 (dBV),Phase (deg)
61.52589853594144,-42.9010976964799,58.35127235277012
62.25834970898836,-49.32695100435107,63.09057226229483
62.99080088203528,-61.12636584138315,86.86795066514328
63.7232520550822,-61.49835926358469,122.107073980414
64.45570322812912,-58.01360086787128,131.5930453034782
65.18815440117605,-58.43463587119524,127.6757629556008
65.92060557422298,-61.90817320466262,141.1118888658076
66.65305674726989,-62.10777607683261,13.38837539295546
67.38550792031681,-58.1414038069746,51.24814977192534
68.11795909336374,-55.7935975136304,75.63916511764361
68.85041026641065,-56.24992967116381,89.47877420243795
69.58286143945757,-57.24920369684697,93.58571068582719
70.3153126125045,-58.34286105347803,96.95927803571816
71.04776378555142,-61.71894305832824,107.2542963533619
71.78021495859835,-67.18074355499384,121.3403918639469
72.51266613164526,-77.15067815260453,137.0060037769424
73.24511730469219,-60.9364790163754,138.4240589164011
73.97756847773911,-55.55491340389942,118.0323276682523
74.71001965078602,-54.59585618505884,110.2031941143688
75.44247082383295,-54.50272218021358,111.6396452851331
76.17492199687987,-55.09374306014144,112.4351548027297
76.9073731699268,-57.7754705486925,124.8920923086676
77.63982434297372,-60.31981987569705,62.36674588141205
78.37227551602064,-62.89571912050896,6.452616810753661
79.10472668906756,-64.35026204389801,143.5987635734562
79.83717786211449,-61.77850777626699,129.7796045022256
80.5696290351614,-60.86893547456933,126.0196445364033
81.30208020820832,-60.2279165663949,129.6592174675845
82.03453138125525,-61.54325746906223,138.5284393696342
82.76698255430217,-66.08008564696786,160.1805543208822
83.4994337273491,-78.29164791074801,71.31569356984441
84.23188490039601,-75.20539112478897,105.5059805326881
84.96433607344294,-71.43482857396971,132.4847007769013
85.69678724648986,-74.82881052150907,149.8042671773469
86.42923841953677,-73.10882254807369,44.62229058239694
87.1616895925837,-68.24852447063657,115.1005372019051
87.89414076563062,-69.82710912773993,114.6536878349227
88.62659193867755,-64.64811856916987,89.12172411219673
89.35904311172447,-57.78700943237532,65.94554375133104
90.09149428477139,-55.38816652608016,53.76924172895094
90.82394545781831,-54.53086400123705,45.04708566603089
91.55639663086524,-55.63669049661492,25.24377631097507
92.28884780391215,-56.54257820412585,84.41499002901899
93.02129897695907,-56.57669462454138,65.30943731870875
93.753750150006,-58.2559489578437,51.63128200875083
94.48620132305292,-60.23746800958652,174.8392142852211
95.21865249609985,-64.03509132589727,159.1248927483087
95.95110366914676,-66.66516908261455,159.8256492023984
96.68355484219369,-64.1363497320975,166.1347541272831
97.41600601524061,-62.24159429761508,176.6518515523698
98.14845718828752,-63.17496022346351,13.51467878424339
98.88090836133445,-66.50866142831414,42.81587862083939
99.61335953438137,-61.55794911633453,60.31754237747804
100.3458107074283,-59.27576993081929,56.22341764575346
101.0782618804752,-62.1407889538705,56.61297526250662
101.8107130535221,-61.13746515159508,146.5911262187867
102.5431642265691,-50.93521593771533,30.8450575129885
103.275615399616,-48.12077209632903,37.87610670268639
104.0080665726629,-48.5994181750242,41.48007461697741
104.7405177457098,-49.79385259165212,42.99557008322414
105.4729689187567,-54.12563489226896,39.55065475312691
106.2054200918037,-59.99063951989556,155.1045197536748
106.9378712648506,-62.37429621970915,100.4882910210053
107.6703224378975,-66.7169361044465,97.19927510619334
108.4027736109444,-68.84786185017634,93.87100508003431
109.1352247839914,-60.1082678904075,90.40862548048997
109.8676759570383,-58.96637631370294,86.39148395221693
110.6001271300852,-62.32174136526956,90.14350600489514
111.3325783031321,-61.04474740778183,118.2816353052115
112.065029476179,-57.58343084571712,151.0639208085492
112.797480649226,-55.40167739017971,169.5202448599128
113.5299318222729,-55.26085870645321,178.6793949333171
114.2623829953198,-57.83310276922155,177.7176848296476
114.9948341683667,-67.10932499459746,19.00918094216785
115.7272853414136,-63.82873945285741,73.29607592309573
116.4597365144606,-60.88933518713659,142.6135623716431
117.1921876875075,-58.68318497087259,168.7072180623321
117.9246388605544,-57.26163953302888,158.0888957614153
118.6570900336013,-56.34989914807381,127.9465480567134
119.3895412066483,-56.2185900663012,106.2511375108303
120.1219923796952,-58.58938696370633,99.58698002094657
120.8544435527421,-60.36107638468082,101.265905763751
121.586894725789,-56.27441937888547,113.2840143188974
122.3193458988359,-54.27301548417805,138.0883670684565
123.0517970718829,-55.35974621390578,157.5423943940388
123.7842482449298,-55.76285447105625,172.8820371244466
124.5166994179767,-57.87343283436782,4.958449963544406
125.2491505910236,-56.74711196029111,7.702910644894003
125.9816017640706,-54.81871575742124,8.049046351540655
126.7140529371175,-53.7026727157501,15.96021463510225
127.4465041101644,-51.90774977604585,21.68896786494593
128.1789552832113,-52.61267516165881,22.33469330330931
128.9114064562582,-55.59921190661115,28.33077270371362
129.6438576293052,-50.6156488908134,37.02085391846963
130.3763088023521,-49.82860401413853,38.36284682429091
131.108759975399,-49.64981795029692,35.87338083042924
131.841211148446,-49.84896871534762,33.99748390918305
132.5736623214929,-47.25379720319203,35.90341195495313
133.3061134945398,-44.86028034902414,42.07337158107729
134.0385646675867,-46.76538612580173,63.32498198233792
134.7710158406336,-55.17664428946848,99.75941023901629
135.5034670136805,-46.29287936859676,178.206391161156
136.2359181867275,-43.60054442334494,22.66024474458679
136.9683693597744,-49.53261758347771,26.57486519477811
137.7008205328213,-49.83088867581655,74.1000715220957
138.4332717058682,-42.4754230492324,87.5155776644351
139.1657228789151,-41.72015572921991,105.44198169202
139.8981740519621,-48.70166718905794,131.2353783163861
140.630625225009,-51.78801008403983,125.5742119421972
141.3630763980559,-45.0702938391512,116.6322378503124
142.0955275711028,-42.9151721736283,107.1047074959114
142.8279787441498,-48.41216076214521,26.17572187318562
143.5604299171967,-46.36779819861726,72.48799331915556
144.2928810902436,-45.55322358039327,62.69555421332117
145.0253322632905,-48.66256999242242,137.6712491414209
145.7577834363375,-47.8883094630395,152.6112909442091
146.4902346093844,-49.08706428669321,101.7432415911748
147.2226857824313,-53.71548603518342,81.95898313116597
147.9551369554782,-50.8124873364057,159.4543247500714
148.6875881285251,-50.48720377860941,11.09347597197877
149.420039301572,-52.1090404664706,32.3246205569297
150.152490474619,-52.20842318487566,76.14927322093982
150.8849416476659,-54.69265466453932,64.95481677529187
151.6173928207128,-54.05022529632913,55.85540420331146
152.3498439937597,-55.36401747555406,58.5733249229197
153.0822951668067,-61.79737177569956,40.60170912519215
153.8147463398536,-60.13554318172965,46.25113511412124
154.5471975129005,-57.00721370968188,57.55582059303037
155.2796486859474,-57.01559525741732,56.1128828870625
156.0120998589944,-58.67415640765518,58.86467463272892
156.7445510320413,-64.94002703441215,69.75569816958966
157.4770022050882,-63.15069085057318,71.49828028366169
158.2094533781351,-58.70131441943905,73.43878876496873
158.941904551182,-60.96147684582356,79.77270690632173
159.674355724229,-64.89274989089758,85.33709848068645
160.4068068972759,-64.41710646785138,99.94184599965911
161.1392580703228,-60.54481610938155,113.1633870717401
161.8717092433697,-56.97047573826865,116.776243683971
162.6041604164166,-59.77496563483086,118.2836824988808
163.3366115894636,-67.8261855144801,125.3966456964132
164.0690627625105,-63.12260047675029,131.1532849561258
164.8015139355574,-60.60284793854278,133.3932269753255
165.5339651086043,-63.40812176635858,134.4243100934741
166.2664162816513,-71.98255515497947,133.4783816087067
166.9988674546982,-64.08763846383286,132.8273785068232
167.7313186277451,-57.42103510920443,128.8515032997133
168.463769800792,-57.37247964198305,127.1413430802605
169.196220973839,-66.98397074200983,134.2508245572005
169.9286721468859,-63.88197460252067,142.5109390974575
170.6611233199328,-59.96221987295271,152.1904723984481
171.3935744929797,-62.27797916229101,167.7993295742876
172.1260256660266,-98.17461587124116,159.2603266773365
172.8584768390735,-65.39609151051276,43.07625102585872
173.5909280121205,-62.16627794888524,106.1976503766184
174.3233791851674,-60.44246991654174,118.8972323808179
175.0558303582143,-64.74910329646248,119.9790100114983
175.7882815312612,-69.91278753940438,88.86891448430397
176.5207327043082,-60.22703232969238,103.740163367579
177.2531838773551,-61.49388513167036,115.8404230773971
177.985635050402,-77.25463911134142,109.7978429750986
178.7180862234489,-59.11875127159189,115.5102971123283
179.4505373964959,-57.33918418462377,124.8757321995673
180.1829885695428,-60.42560346150938,128.4349654396615
180.9154397425897,-65.82894053202114,124.5533894576497
181.6478909156366,-76.94775860688681,122.2049778371704
182.3803420886835,-64.62301776314951,126.9220262337038
183.1127932617305,-62.46609678231658,139.5049836440741
183.8452444347774,-64.83248303007454,160.8110850451577
184.5776956078243,-62.39549109128311,4.77676913522826
185.3101467808712,-61.21902141916422,28.12175327193364
186.0425979539181,-60.36958036496898,48.792944077403
186.7750491269651,-60.72040610822715,72.25016513610151
187.507500300012,-66.27941294549659,97.31467633525632
188.2399514730589,-70.36155989121784,54.0380353524666
188.9724026461058,-68.5123721863023,69.98206323582957
189.7048538191528,-71.15262397800903,109.0330867092538
190.4373049921997,-73.90509556493372,117.6022757818052
191.1697561652466,-71.73624929818519,108.2501306768909
191.9022073382935,-62.78057719975809,128.9173919175696
192.6346585113405,-60.5066135954607,150.3595923748545
193.3671096843874,-63.00941456562862,147.9071559487819
194.0995608574343,-65.45246714369186,142.6180303378253
194.8320120304812,-67.82834441847767,98.78330841757155
195.5644632035281,-72.06874522301194,125.1475898291172
196.296914376575,-67.00609323368867,149.0395934822863
197.029365549622,-65.4279324102083,148.2328999346178
197.7618167226689,-73.60656276393405,140.2150504973098
198.4942678957158,-75.82341843184666,148.2517008112109
199.2267190687627,-73.09834868785791,150.7496514938859
199.9591702418097,-78.07800344552531,135.7292377257288
200.6916214148566,-83.98350813679264,131.0462072722266
201.4240725879035,-70.02524701067709,127.4705863702135
202.1565237609504,-68.21413349168436,140.0252894101624
202.8889749339974,-67.79160545410713,166.1723131694282
203.6214261070443,-68.34805976929972,177.0281867018695
204.3538772800912,-63.59717797997725,22.82881925547021
205.0863284531381,-63.41145092042217,61.66425005409621
205.818779626185,-67.91486641063224,79.99693663915718
206.551230799232,-69.01562911462163,96.64319314765049
207.2836819722789,-67.17371086148476,112.347269741621
208.0161331453258,-66.58765751653763,116.5037968240475
208.7485843183727,-67.71473536693956,97.94311356094403
209.4810354914196,-64.07663285922069,59.87112934076602
210.2134866644666,-62.40537564281865,148.0602456868691
210.9459378375135,-62.41532118811817,171.1761843884559
211.6783890105604,-65.99446185269821,178.681576881356
212.4108401836073,-71.34274011513125,127.8749333416305
213.1432913566543,-68.42938495341653,134.1013706659467
213.8757425297012,-64.43270885666733,153.7975198977356
214.6081937027481,-63.05511700300733,141.5804521526196
215.340644875795,-63.08197780761124,144.3392794701148
216.073096048842,-61.19596146149465,4.62690841179502
216.8055472218889,-61.96551057198783,158.7604831975187
217.5379983949358,-62.67056569459945,30.86155076348481
218.2704495679827,-66.26624436918701,30.46956431236639
219.0029007410296,-64.91200720652645,40.34789956481907
219.7353519140765,-61.72463644151457,50.97715216023888
220.4678030871235,-61.5165471191503,59.90134851065476
221.2002542601704,-72.58821665850401,69.00759416147002
221.9327054332173,-70.98717637023771,65.66884574962864
222.6651566062642,-63.89548397882276,54.75679423485065
223.3976077793112,-65.42489220912793,61.62252430878297
224.1300589523581,-64.56648401875788,72.12782536198489
224.862510125405,-61.42706641869761,78.81708280564975
225.5949612984519,-57.55818518983345,91.86080844067234
226.3274124714989,-55.5286349891681,108.9024807034005
227.0598636445458,-55.87352775657421,121.1380833184353
227.7923148175927,-56.51934332338934,135.0912579883725
228.5247659906396,-57.38437787399828,151.4272564557256
229.2572171636865,-59.49460479785971,144.4032073630784
229.9896683367335,-60.9707820178274,130.6540731740913
230.7221195097804,-67.67360974265071,125.4049264397003
231.4545706828273,-60.69743272006129,117.1795649817388
232.1870218558742,-57.40672935742491,138.8328160623275
232.9194730289211,-55.62010193501634,164.4906850673546
233.6519242019681,-53.45010482851063,3.360538930648986
234.384375375015,-54.20077738253656,26.52673433355938
235.1168265480619,-55.95914082365874,55.28843430790883
235.8492777211088,-54.46392517559288,59.90418791751302
236.5817288941558,-55.25591874724333,21.36595254626171
237.3141800672027,-58.31056790986126,42.81888647371908
238.0466312402496,-57.44291177357194,35.45116504652356
238.7790824132965,-57.76303244801443,54.30216009218535
239.5115335863435,-57.21364131722753,85.99317047171277
240.2439847593904,-56.38277643941132,103.9654103371683
240.9764359324373,-57.31003253540992,110.6250946262504
241.7088871054842,-55.9684225878847,129.5635091480463
242.4413382785311,-53.2818745436217,138.6578099416692
243.173789451578,-52.66312150468955,126.679291581602
243.906240624625,-50.51744974493295,136.8596088064821
244.6386917976719,-50.16912575527557,96.51597227886867
245.3711429707188,-54.83806265296646,92.89480925648722
246.1035941437657,-56.72467559238351,120.5922670520132
246.8360453168127,-52.22377898436405,111.8611422812714
247.5684964898596,-49.51745426582729,110.6131198515124
248.3009476629065,-48.09141900231343,133.3130061855452
249.0333988359534,-46.68043167280183,120.9015361213223
249.7658500090004,-45.96635366880523,110.5308629794547
250.4983011820473,-48.49386075572482,132.6995791224073
251.2307523550942,-52.4838776799978,146.9085098079749
251.9632035281411,-50.93179877559515,152.1144450808191
252.695654701188,-46.0282313311902,172.2725475868174
253.428105874235,-44.31670153400411,17.78761377314983
254.1605570472819,-45.1771200097895,20.57896367928659
254.8930082203288,-43.68392534925206,26.13293090481576
255.6254593933757,-43.74489200785117,53.59144454623634
256.3579105664227,-46.19363957161119,55.17193529056568
257.0903617394696,-48.33530063071164,49.50607060458211
257.8228129125165,-49.43909922861928,70.43671945464855
258.5552640855634,-52.42455848796115,91.66599915815385
259.2877152586103,-56.06893443095523,101.6314727371894
260.0201664316573,-56.26673386436163,121.762398110025
260.7526176047042,-49.77685394094672,155.1722913650413
261.4850687777511,-51.42219133103845,0.5637068557125006
262.217519950798,-57.12723084864291,2.357211877807712
262.9499711238449,-53.66723423215655,31.1027514801954
263.6824222968919,-53.28483217492056,66.55933406620272
264.4148734699388,-50.85602058974355,104.9924238443717
265.1473246429857,-49.55246753657106,158.2307449412535
265.8797758160326,-47.89322218529535,105.0294949642687
266.6122269890795,-44.33954593312876,162.8669522582491
267.3446781621265,-44.29660830350645,104.4583387447225
268.0771293351734,-44.73669541181469,73.47896470998707
268.8095805082203,-43.64131427044793,140.0090819368697
269.5420316812672,-44.57285092086398,6.110731142217756
270.2744828543142,-48.08517271284309,28.12367099499027
271.0069340273611,-50.55527719225194,47.449635565253
271.739385200408,-48.42244570231528,57.663680081484
272.4718363734549,-48.47242330866099,65.74940110096489
273.2042875465019,-50.19322138408001,119.255854806247
273.9367387195488,-47.22751371321415,136.2307193797027
274.6691898925957,-45.30268977359454,131.3705415426291
275.4016410656426,-45.45435412255752,16.8899210201672
276.1340922386896,-46.67707416788312,44.60257645309679
276.8665434117365,-48.38684393718546,49.8133530225057
277.5989945847834,-53.03263845770349,169.018156992669
278.3314457578303,-58.16125597477935,54.31624535970446
279.0638969308772,-54.39996955377106,179.5934799827408
279.7963481039242,-47.86409245001934,10.06792479712466
280.5287992769711,-43.98831012018497,115.2561208991877
281.261250450018,-44.76206376919527,109.6301009178012
281.9937016230649,-45.28970079559836,70.3667249560974
282.7261527961118,-47.41749514844054,79.45854364056866
283.4586039691588,-48.60783526331811,79.50900247353024
284.1910551422057,-51.50399369506069,174.750496172438
284.9235063152526,-60.34993559283481,165.7686837103647
285.6559574882995,-59.7744500408706,170.8621020444212
286.3884086613464,-51.34656540495393,82.28309704786898
287.1208598343934,-45.91692024290816,91.91765489192632
287.8533110074403,-44.47762963968604,140.500668863723
288.5857621804872,-45.27640878933604,56.61585497219372
289.3182133535341,-45.3414954440106,139.6669588020575
290.050664526581,-45.98184450652029,22.6265690546244
290.783115699628,-51.44226126308681,47.36986263092182
291.5155668726749,-59.98106181025329,96.45754584221845
292.2480180457218,-61.23433272635878,130.8841533340606
292.9804692187687,-52.11002702530497,1.140139662033903
293.7129203918157,-49.68783863773156,64.27433859861323
294.4453715648626,-50.55502117258844,96.57569746072546
295.1778227379095,-49.37942970266163,163.885881649123
295.9102739109564,-48.11615613397375,42.32552586735139
296.6427250840034,-49.77131622204008,82.34798737181463
297.3751762570503,-52.12329118039888,130.8213682931103
298.1076274300972,-55.12709953138494,158.0589932052229
298.8400786031441,-60.55878031375394,3.20682122146195
299.5725297761911,-60.02838644822441,59.3675810257588
300.304980949238,-57.30426356899709,96.55712067596993
301.0374321222849,-54.01606920790648,127.1413349927477
301.7698832953318,-55.24489570132522,56.05470722444448
302.5023344683787,-58.13967818759289,109.6698738525667
303.2347856414257,-59.33521052165855,171.6958866586453
303.9672368144726,-60.77650081145646,31.61065230751746
304.6996879875195,-55.82549048306242,47.42189776665604
305.4321391605664,-55.83987492480192,96.54918871016626
306.1645903336133,-55.56841822257962,160.3910900283999
306.8970415066603,-52.70852183630918,12.46641821297007
307.6294926797072,-52.50510322966014,118.8198318595717
308.3619438527541,-54.52784066751211,168.7967901954548
309.094395025801,-54.26218380287096,66.87606900513588
309.8268461988479,-54.01399074706239,150.4958009311371
310.5592973718949,-56.84034621457446,11.78084735053575
311.2917485449418,-56.41544634913205,70.37250485272074
312.0241997179887,-55.05652189797446,100.3782893478425
312.7566508910356,-53.14092972683258,138.0215911320551
313.4891020640825,-51.8706343000392,1.274709974035804
314.2215532371295,-51.2841590314539,33.49345141927379
314.9540044101764,-50.64232131460201,72.61900982211363
315.6864555832233,-50.31951268840359,120.9780989752306
316.4189067562702,-51.64724580737026,170.8920793020554
317.1513579293172,-59.41924586151457,60.8764313012718
317.8838091023641,-67.08038243332811,118.4016217501473
318.616260275411,-56.57211197407709,166.8914538495052
319.3487114484579,-53.90071534818525,35.50589091112221
320.0811626215049,-51.92209276066738,79.30384864635117
320.8136137945518,-50.81021969405409,127.8726340840055
321.5460649675987,-50.19916243318937,176.4674448280878
322.2785161406456,-50.09965672795801,44.50569551421822
323.0109673136926,-51.62419901762235,95.99308072210519
323.7434184867395,-60.13511502364226,141.3030942049297
324.4758696597864,-59.36807449667477,3.845095657920445
325.2083208328333,-53.95278924894806,48.35746613286948
325.9407720058802,-59.1688851207951,89.01033654438739
326.6732231789272,-53.42525386940032,126.696353837707
327.4056743519741,-51.45177461897478,166.4617814607514
328.138125525021,-49.85207250235724,29.33169732741448
328.8705766980679,-47.10538635178544,72.93047462400695
329.6030278711148,-49.78373174748378,121.3196989320021
330.3354790441618,-51.88172015038722,175.6041572460041
331.0679302172087,-49.14798390908058,45.74367167110507
331.8003813902556,-52.95086217835304,92.89877705885463
332.5328325633025,-54.40419836426584,134.2866778689331
333.2652837363494,-51.18318322470824,174.4030538064669
333.9977349093964,-47.13724847227673,30.0724432792039
334.7301860824433,-43.59641899138801,62.34619062707403
335.4626372554902,-41.72816650403956,93.35757417871289
336.1950884285371,-41.28588376583691,120.424317573833
336.927539601584,-42.02187990435285,147.2922618465955
337.659990774631,-43.29308511569578,1.500511886609281
338.3924419476779,-46.48683279867784,37.3538905746771
339.1248931207248,-55.2662511938318,69.82799803007102
339.8573442937717,-53.32161032432297,110.5859668800635
340.5897954668187,-47.16775060594377,138.4687444988628
341.3222466398656,-43.74577287331357,163.1898540951507
342.0546978129125,-41.51785822315855,18.90867541003739
342.7871489859594,-40.93739448398392,42.31632295591454
343.5196001590064,-41.18357495555333,64.37538045405216
344.2520513320533,-41.57144360680842,93.48572308543991
344.9845025051002,-41.95566222378667,119.7573254850719
345.7169536781471,-42.55132913896599,147.0701782621031
346.4494048511941,-43.39170014384706,169.6361257584158
347.181856024241,-44.14477247557147,12.98755627351911
347.9143071972879,-45.57114331355636,40.37899299689525
348.6467583703348,-48.18656052482746,61.26729926282243
349.3792095433817,-48.79919328924952,85.63674498649581
350.1116607164287,-45.84304032961442,116.1746649179836
350.8441118894756,-43.83105725238104,138.0286961569327
351.5765630625225,-43.17608890555826,151.2853682833971
352.3090142355694,-44.88292040698263,166.3066128831312
353.0414654086163,-47.69279725651172,0.06676553208745256
353.7739165816633,-47.57042971920809,8.952505426760984
354.5063677547102,-46.34737852705118,22.74118373853622
355.2388189277571,-44.11168539417516,44.73008739689924
355.971270100804,-43.77853824568919,66.23291772298673
356.7037212738509,-46.41268712175876,86.24119958265509
357.4361724468979,-54.95050464475669,102.9988760139497
358.1686236199448,-52.15005147472454,106.0973753432256
358.9010747929917,-44.38664656432691,109.1416882005741
359.6335259660386,-41.64637195461342,122.4179815251918
360.3659771390855,-40.71885443390273,127.3333319036637
361.0984283121325,-41.99439440435879,137.8375910330264
361.8308794851794,-46.00535463454615,173.4032252152088
362.5633306582263,-51.97876188870769,21.87953238250295
363.2957818312732,-46.9966138721973,17.74864314953252
364.0282330043202,-42.69170164004655,30.29045817314319
364.7606841773671,-40.96350811524242,34.08020382701125
365.493135350414,-40.63656522941828,3.945377275033928
366.2255865234609,-41.77794086979269,6.320518172589061
366.9580376965079,-43.75977804758843,17.31309844931198
367.6904888695548,-45.92417593046918,158.6053572388709
368.4229400426017,-46.82621146620563,165.0914077138341
369.1553912156486,-45.61234753659593,54.17986790978937
369.8878423886956,-44.67720409215872,130.8119406407753
370.6202935617425,-44.29516234323314,105.0552922638536
371.3527447347894,-44.79555906279059,84.79244599381452
372.0851959078363,-45.82671003214755,76.17135749186394
372.8176470808832,-47.22321153285164,60.80485093659095
373.5500982539302,-48.86261003871542,47.83688825603604
374.2825494269771,-49.67744196570226,38.44724963668197
375.015000600024,-49.61867851315128,35.86915120474048
375.7474517730709,-49.04501436001495,36.43558180732286
376.4799029461178,-49.0716330236844,30.99324643192726
377.2123541191648,-49.78316099847483,20.67753057393705
377.9448052922117,-51.13604535429533,6.184512728314989
378.6772564652586,-52.44277767996412,168.6045842187831
379.4097076383055,-53.56375774708938,149.1015057365916
380.1421588113524,-55.23130482454683,131.327154876569
380.8746099843994,-57.2790264944884,117.4646573887212
381.6070611574463,-60.13197810175912,108.0654590451282
382.3395123304932,-62.27012447601743,106.5029724372748
383.0719635035401,-61.89837640654122,106.1278209158759
383.804414676587,-61.10372069248769,99.60980709697851
384.536865849634,-60.8148113656933,87.47408644333761
385.2693170226809,-60.98377138311793,71.22855612479216
386.0017681957278,-62.44331346338259,58.08771411835207
386.7342193687747,-65.31949941305888,48.64843560030537
387.4666705418217,-65.58054512076835,39.28375038044589
388.1991217148686,-62.98971206695371,30.8981928204089
